titratable_acidity,fat_milk_over_100mg_,pH_sour_milk_initial,streptococcus_strain_,lactobacillus_strain_,minimum_milk_proteins,ideal_temperature_c,quality_product
0.985,2.2725,4.444,4.249,4.024,2.523,41.882,Low fat yogurt
1.064,3.2649,4.472,4.682,4.548,2.432,40.102,Regular yogurt
1.074,2.6639,4.533,5.054,5.512,2.655,41.967,Low fat yogurt
0.97,2.8223,4.462,4.538,5.76,2.653,41.562,Low fat yogurt
0.969,1.1397,4.46,5.264,5.773,2.642,41.553,Low fat yogurt
1.145,1.0951,4.443,4.018,4.614,2.603,41.834,Non fat yogurt
0.967,4.0,4.433,4.66,5.348,2.497,41.558,Regular yogurt
1.012,2.5367,4.453,4.046,4.33,2.439,40.138,Low fat yogurt
1.063,1.9617,4.479,4.512,5.205,2.415,40.636,Low fat yogurt
1.115,2.6803,4.429,5.125,5.431,2.513,40.463,Low fat yogurt
1.017,2.4376,4.432,5.51,4.43,2.571,40.591,Low fat yogurt
1.018,3.6561,4.57,4.545,4.731,2.614,41.91,Regular yogurt
1.004,1.2273,4.588,4.972,5.001,2.663,41.512,Low fat yogurt
1.109,2.5642,4.575,4.672,4.941,2.477,41.267,Low fat yogurt
1.033,3.4011,4.565,4.293,5.789,2.473,40.95,Regular yogurt
1.028,1.7058,4.482,5.177,4.43,2.538,41.281,Low fat yogurt
1.17,2.4125,4.599,5.776,5.827,2.494,41.776,Low fat yogurt
0.958,3.9447,4.543,5.076,5.307,2.439,40.159,Regular yogurt
1.002,3.7353,4.466,5.989,5.933,2.463,40.885,Regular yogurt
1.055,3.2999,4.472,4.68,5.174,2.406,41.394,Regular yogurt
1.008,2.086,4.589,5.652,5.653,2.665,40.573,Low fat yogurt
1.053,3.3183,4.598,4.662,4.144,2.56,40.701,Regular yogurt
1.136,3.5333,4.465,5.551,4.599,2.416,40.75,Regular yogurt
1.091,1.7936,4.531,5.945,4.13,2.695,40.117,Low fat yogurt
1.144,1.398,4.484,4.429,4.789,2.628,41.605,Low fat yogurt
1.004,3.4024,4.434,5.085,5.033,2.631,41.248,Regular yogurt
0.975,3.1543,4.565,4.438,4.131,2.657,41.418,Low fat yogurt
1.116,2.0241,4.408,4.538,4.684,2.406,40.3,Low fat yogurt
1.039,1.6398,4.476,4.392,4.726,2.632,41.734,Low fat yogurt
1.154,1.3119,4.494,5.47,5.298,2.414,41.803,Low fat yogurt
1.099,1.6088,4.472,4.131,4.719,2.406,41.782,Low fat yogurt
1.156,3.3398,4.521,4.619,5.756,2.538,40.591,Regular yogurt
1.081,3.8629,4.51,4.66,4.888,2.648,40.623,Regular yogurt
1.038,3.2431,4.537,5.843,5.125,2.42,41.58,Low fat yogurt
1.044,3.8418,4.422,4.05,4.185,2.49,41.24,Regular yogurt
1.098,2.2087,4.449,4.855,5.138,2.578,41.465,Low fat yogurt
1.109,2.7008,4.592,5.98,4.122,2.437,41.7,Low fat yogurt
1.001,1.4987,4.498,4.885,4.634,2.656,41.868,Low fat yogurt
0.981,3.6131,4.592,4.718,5.174,2.479,40.395,Regular yogurt
1.184,2.6487,4.559,4.479,4.641,2.675,41.77,Low fat yogurt
1.158,1.2297,4.471,4.147,4.644,2.687,41.884,Low fat yogurt
1.0,3.7497,4.581,4.101,5.733,2.618,40.643,Regular yogurt
1.033,3.6271,4.577,5.646,5.588,2.543,40.762,Regular yogurt
1.069,1.7787,4.439,4.87,4.905,2.405,40.921,Low fat yogurt
1.094,1.9182,4.448,5.781,4.714,2.64,41.532,Low fat yogurt
1.077,1.6439,4.436,5.808,4.91,2.515,40.038,Low fat yogurt
0.964,3.8201,4.554,5.664,5.754,2.697,41.943,Regular yogurt
0.963,2.9624,4.55,4.144,4.932,2.446,40.091,Low fat yogurt
1.072,3.5875,4.584,4.663,4.89,2.522,40.806,Regular yogurt
1.088,3.2128,4.564,4.257,5.658,2.518,41.404,Low fat yogurt
1.12,1.9495,4.562,4.283,4.236,2.575,41.382,Low fat yogurt
1.047,1.3111,4.471,4.234,5.47,2.434,40.34,Low fat yogurt
0.992,1.2613,4.509,5.101,4.091,2.689,41.379,Low fat yogurt
1.105,1.9304,4.406,4.193,4.859,2.561,41.775,Low fat yogurt
1.122,3.8988,4.52,4.475,4.176,2.531,41.564,Regular yogurt
1.08,3.7379,4.478,5.557,4.059,2.571,40.686,Regular yogurt
1.128,2.6328,4.439,4.421,4.867,2.681,40.398,Low fat yogurt
1.005,2.2949,4.563,5.533,5.73,2.477,41.445,Low fat yogurt
1.059,3.3285,4.521,5.609,5.497,2.685,41.364,Regular yogurt
1.171,2.3355,4.554,5.943,4.364,2.618,41.858,Low fat yogurt
1.013,3.2004,4.585,5.724,4.761,2.642,41.612,Low fat yogurt
1.084,1.7611,4.524,4.876,4.031,2.511,41.041,Low fat yogurt
1.008,1.0877,4.496,5.556,4.122,2.574,40.839,Non fat yogurt
1.05,3.6566,4.473,4.985,5.954,2.508,40.689,Regular yogurt
1.114,3.235,4.549,5.674,4.581,2.451,41.606,Low fat yogurt
1.089,1.5654,4.441,5.022,5.935,2.559,41.264,Low fat yogurt
1.032,1.8283,4.57,4.078,5.267,2.485,40.387,Low fat yogurt
1.07,3.206,4.468,4.034,4.804,2.536,40.303,Low fat yogurt
1.179,2.1328,4.574,4.066,4.794,2.696,41.009,Low fat yogurt
1.134,1.7812,4.41,5.136,5.569,2.636,40.88,Low fat yogurt
1.125,2.2498,4.497,4.223,4.734,2.65,41.012,Low fat yogurt
1.134,3.3805,4.439,5.603,4.024,2.581,40.126,Regular yogurt
0.973,3.7341,4.408,5.759,5.664,2.52,41.815,Regular yogurt
1.172,3.5329,4.577,5.743,4.706,2.61,40.191,Regular yogurt
0.968,1.8042,4.45,4.149,4.25,2.498,41.831,Low fat yogurt
1.168,2.6875,4.453,4.369,4.474,2.488,41.901,Low fat yogurt
1.076,3.5888,4.542,4.532,5.934,2.566,40.635,Regular yogurt
1.053,3.4022,4.585,5.532,4.587,2.637,41.002,Regular yogurt
1.06,3.7774,4.422,4.286,5.399,2.448,41.871,Regular yogurt
0.968,3.4299,4.418,4.172,4.726,2.516,41.351,Regular yogurt
1.158,2.8842,4.564,4.821,4.946,2.687,40.123,Low fat yogurt
1.061,3.0504,4.529,4.013,5.567,2.512,41.049,Low fat yogurt
1.103,1.9462,4.586,5.876,4.959,2.602,40.419,Low fat yogurt
1.07,2.5362,4.537,4.325,4.324,2.631,41.151,Low fat yogurt
1.182,3.909,4.489,4.044,5.937,2.625,40.439,Regular yogurt
0.977,3.283,4.503,5.437,5.647,2.665,40.002,Regular yogurt
1.088,2.34,4.597,4.35,5.06,2.475,41.443,Low fat yogurt
0.991,1.2087,4.52,5.51,4.284,2.696,40.041,Low fat yogurt
1.118,2.1418,4.595,4.264,4.687,2.434,41.697,Low fat yogurt
1.018,1.6539,4.475,5.41,4.944,2.504,40.093,Low fat yogurt
0.983,1.6503,4.496,4.091,4.185,2.683,40.926,Low fat yogurt
0.98,3.9242,4.458,5.618,4.047,2.415,41.445,Regular yogurt
1.045,1.0111,4.416,5.539,4.312,2.56,41.174,Non fat yogurt
0.964,1.6177,4.564,5.972,4.795,2.4,40.646,Low fat yogurt
1.133,2.6004,4.447,4.505,4.565,2.495,40.534,Low fat yogurt
1.075,1.3826,4.574,4.188,4.962,2.645,40.973,Low fat yogurt
1.119,2.2562,4.433,5.746,5.771,2.575,40.162,Low fat yogurt
0.953,3.8385,4.412,5.926,4.422,2.532,40.603,Regular yogurt
1.13,2.1718,4.598,5.576,4.992,2.446,41.037,Low fat yogurt
1.166,3.4575,4.541,4.142,4.595,2.577,41.822,Regular yogurt
1.149,1.7838,4.407,4.365,4.404,2.532,41.05,Low fat yogurt
1.151,2.1036,4.416,4.47,4.933,2.428,40.883,Low fat yogurt
1.018,2.8819,4.554,5.572,4.513,2.659,40.946,Low fat yogurt
1.132,1.0712,4.522,5.708,4.422,2.611,40.508,Non fat yogurt
1.012,3.7591,4.444,5.03,5.322,2.621,41.614,Regular yogurt
1.11,3.8525,4.578,5.499,4.748,2.646,40.484,Regular yogurt
0.957,2.5334,4.414,4.403,5.541,2.532,41.116,Low fat yogurt
1.053,2.1891,4.585,5.44,4.922,2.542,40.659,Low fat yogurt
1.029,2.8704,4.534,4.789,5.442,2.412,41.857,Low fat yogurt
1.082,3.2251,4.442,5.325,4.873,2.654,40.021,Low fat yogurt
1.173,1.1001,4.435,4.525,5.36,2.548,41.694,Low fat yogurt
1.009,1.0005,4.535,5.88,4.892,2.642,41.048,Non fat yogurt
0.959,3.2732,4.575,4.674,4.033,2.541,41.442,Regular yogurt
1.089,3.9746,4.545,4.08,5.915,2.613,41.989,Regular yogurt
1.187,2.0495,4.466,4.579,4.325,2.674,40.539,Low fat yogurt
1.139,3.8243,4.457,5.664,5.473,2.562,41.814,Regular yogurt
1.139,2.8879,4.546,5.27,5.514,2.514,40.928,Low fat yogurt
1.009,3.6048,4.47,5.664,5.412,2.41,41.617,Regular yogurt
0.994,3.8621,4.453,5.902,4.903,2.451,40.688,Regular yogurt
1.101,3.7062,4.428,4.701,5.858,2.636,41.006,Regular yogurt
1.121,2.956,4.571,5.657,5.039,2.625,41.943,Low fat yogurt
1.141,2.0729,4.537,5.953,4.645,2.545,40.153,Low fat yogurt
0.951,1.327,4.435,5.078,4.418,2.471,40.113,Low fat yogurt
1.037,2.2023,4.517,4.176,5.016,2.6,41.079,Low fat yogurt
1.048,3.9216,4.402,4.679,5.014,2.612,41.394,Regular yogurt
1.033,2.737,4.445,5.058,5.435,2.425,41.24,Low fat yogurt
1.018,3.9734,4.554,5.701,4.962,2.431,40.476,Regular yogurt
1.168,1.1024,4.546,5.394,5.448,2.594,40.242,Low fat yogurt
0.974,2.8376,4.54,4.163,5.978,2.592,41.479,Low fat yogurt
1.118,1.8379,4.534,4.131,5.644,2.684,41.157,Low fat yogurt
0.952,2.0442,4.421,4.815,4.565,2.524,40.47,Low fat yogurt
1.071,3.6334,4.486,5.265,4.567,2.594,41.783,Regular yogurt
1.09,2.87,4.566,5.823,4.46,2.603,41.953,Low fat yogurt
0.959,2.1134,4.509,5.781,5.213,2.477,41.039,Low fat yogurt
1.134,2.9689,4.447,5.732,5.355,2.65,41.575,Low fat yogurt
1.176,1.9052,4.573,4.295,5.504,2.431,41.396,Low fat yogurt
1.105,3.1261,4.574,4.879,5.598,2.53,41.125,Low fat yogurt
1.099,1.512,4.518,5.128,5.465,2.592,40.978,Low fat yogurt
1.141,1.8517,4.403,4.347,5.085,2.556,40.379,Low fat yogurt
1.143,2.1753,4.514,5.272,4.744,2.593,40.914,Low fat yogurt
1.048,3.4501,4.535,4.485,5.539,2.569,40.249,Regular yogurt
1.163,3.5974,4.59,5.849,5.773,2.459,40.186,Regular yogurt
0.952,2.0828,4.55,5.483,4.308,2.477,40.478,Low fat yogurt
1.039,2.0552,4.543,4.326,4.071,2.565,40.674,Low fat yogurt
1.099,1.3607,4.54,4.595,4.084,2.617,41.965,Low fat yogurt
0.969,2.6726,4.472,5.429,5.308,2.628,41.481,Low fat yogurt
0.985,3.525,4.536,5.579,4.018,2.523,41.732,Regular yogurt
0.966,1.1855,4.503,5.209,5.843,2.45,40.445,Low fat yogurt
1.124,2.7673,4.545,5.385,5.209,2.51,41.454,Low fat yogurt
1.116,1.3543,4.449,4.636,4.932,2.498,40.931,Low fat yogurt
1.09,2.6175,4.564,4.998,4.756,2.503,40.726,Low fat yogurt
1.111,1.8686,4.566,5.046,4.686,2.506,40.039,Low fat yogurt
1.047,1.4331,4.557,4.925,4.28,2.59,40.589,Low fat yogurt
1.155,1.3875,4.566,5.417,5.762,2.557,40.715,Low fat yogurt
1.088,3.1812,4.567,5.838,4.621,2.68,40.047,Low fat yogurt
1.057,1.4672,4.524,5.734,5.668,2.57,41.573,Low fat yogurt
1.161,3.8382,4.488,4.107,5.136,2.688,41.994,Regular yogurt
1.173,1.7826,4.462,5.155,5.171,2.476,41.915,Low fat yogurt
0.986,3.7806,4.476,5.473,4.734,2.403,40.715,Regular yogurt
1.081,1.1837,4.585,5.533,5.224,2.552,40.639,Low fat yogurt
1.135,1.0019,4.512,4.97,5.475,2.661,41.743,Non fat yogurt
1.088,1.0751,4.468,5.627,4.095,2.404,41.359,Non fat yogurt
0.971,1.8529,4.474,5.412,4.973,2.568,41.874,Low fat yogurt
1.157,1.4246,4.417,5.185,5.726,2.433,40.579,Low fat yogurt
1.111,1.8836,4.485,4.086,4.007,2.493,40.201,Low fat yogurt
0.96,3.646,4.408,5.705,5.401,2.634,40.851,Regular yogurt
1.158,1.6038,4.499,4.135,5.032,2.558,40.364,Low fat yogurt
1.087,2.0408,4.49,4.395,4.891,2.46,41.524,Low fat yogurt
1.103,3.8996,4.588,4.2,4.326,2.573,40.069,Regular yogurt
1.142,1.9058,4.473,4.335,5.512,2.604,41.858,Low fat yogurt
0.992,3.7026,4.488,4.87,5.953,2.504,40.885,Regular yogurt
1.024,1.9891,4.433,4.966,4.18,2.665,40.826,Low fat yogurt
1.14,2.4069,4.594,4.277,4.799,2.446,40.096,Low fat yogurt
1.006,2.8513,4.487,4.159,4.142,2.568,41.804,Low fat yogurt
0.982,3.047,4.429,5.852,5.506,2.601,40.72,Low fat yogurt
1.115,1.1534,4.535,5.738,4.582,2.403,40.687,Low fat yogurt
1.153,1.916,4.417,5.613,5.425,2.462,41.37,Low fat yogurt
1.028,1.1887,4.595,4.355,4.962,2.674,41.115,Low fat yogurt
0.952,1.5279,4.402,4.219,5.237,2.629,41.07,Low fat yogurt
0.993,2.3355,4.51,5.164,4.05,2.495,40.358,Low fat yogurt
1.126,1.4451,4.582,5.195,4.996,2.667,40.303,Low fat yogurt
1.109,1.3453,4.421,5.525,5.524,2.621,41.541,Low fat yogurt
1.061,3.4892,4.53,5.274,5.035,2.531,40.011,Regular yogurt
0.971,3.1273,4.53,5.759,4.524,2.569,40.89,Low fat yogurt
1.129,1.654,4.548,5.423,5.102,2.693,40.008,Low fat yogurt
0.969,2.9356,4.559,4.071,5.171,2.427,40.318,Low fat yogurt
0.958,1.4656,4.583,4.596,5.759,2.505,41.883,Low fat yogurt
0.99,2.5357,4.549,5.288,5.943,2.606,41.001,Low fat yogurt
1.177,3.2422,4.558,5.993,5.647,2.641,40.09,Low fat yogurt
0.971,1.3898,4.462,4.036,5.742,2.681,41.283,Low fat yogurt
1.055,3.8679,4.532,4.692,5.397,2.521,40.12,Regular yogurt
1.142,3.7791,4.512,5.82,5.532,2.412,41.322,Regular yogurt
1.048,2.0119,4.53,4.579,5.893,2.408,41.474,Low fat yogurt
1.149,2.9159,4.557,4.675,4.861,2.644,41.032,Low fat yogurt
1.153,3.9169,4.494,4.639,5.586,2.5,40.793,Regular yogurt
1.131,2.4122,4.542,5.73,5.757,2.557,41.522,Low fat yogurt
1.009,1.3205,4.471,5.541,4.826,2.527,41.004,Low fat yogurt
1.1,3.044,4.572,4.972,5.91,2.643,40.393,Low fat yogurt
1.145,3.9743,4.46,4.111,4.934,2.472,41.358,Regular yogurt
1.044,2.5584,4.584,5.6,4.279,2.413,40.492,Low fat yogurt
1.148,3.4814,4.46,5.762,4.965,2.548,40.137,Regular yogurt
0.959,2.1559,4.537,4.701,4.751,2.617,40.977,Low fat yogurt
1.058,3.8134,4.449,4.981,5.247,2.613,41.48,Regular yogurt
0.956,2.098,4.44,4.673,4.661,2.566,40.105,Low fat yogurt
0.975,3.7165,4.561,4.664,5.291,2.454,41.753,Regular yogurt
0.999,3.9113,4.445,5.42,5.642,2.631,41.105,Regular yogurt
1.046,2.9464,4.502,5.348,4.305,2.421,40.379,Low fat yogurt
1.055,3.5967,4.5,4.739,4.757,2.506,41.029,Regular yogurt
0.983,3.1588,4.594,5.748,4.735,2.666,40.874,Low fat yogurt
1.013,2.0996,4.452,5.698,5.778,2.651,41.95,Low fat yogurt
1.028,2.8018,4.51,4.868,5.866,2.496,40.464,Low fat yogurt
1.162,2.9991,4.476,4.773,4.779,2.4,40.647,Low fat yogurt
1.122,1.0713,4.455,5.7,5.061,2.631,41.962,Non fat yogurt
1.074,1.1348,4.417,5.108,4.987,2.657,40.604,Low fat yogurt
1.103,3.0811,4.432,5.352,5.507,2.697,41.75,Low fat yogurt
1.09,1.6171,4.52,5.581,4.984,2.546,40.718,Low fat yogurt
1.046,2.8732,4.47,5.242,4.696,2.498,40.688,Low fat yogurt
1.022,2.3532,4.518,5.691,4.021,2.487,41.509,Low fat yogurt
1.101,2.4198,4.49,4.597,4.683,2.555,40.182,Low fat yogurt
1.078,1.8577,4.54,4.115,5.962,2.626,41.794,Low fat yogurt
0.997,3.3444,4.458,4.406,5.607,2.532,41.533,Regular yogurt
1.132,1.0472,4.519,4.381,4.642,2.596,41.721,Non fat yogurt
1.178,2.2967,4.409,5.732,4.949,2.618,41.598,Low fat yogurt
0.977,2.2448,4.492,4.866,4.408,2.673,41.84,Low fat yogurt
0.97,3.1505,4.413,4.345,5.142,2.687,41.141,Low fat yogurt
1.051,1.7374,4.407,5.725,4.042,2.546,41.919,Low fat yogurt
1.062,2.1319,4.409,5.495,5.755,2.634,40.331,Low fat yogurt
1.054,3.948,4.426,4.265,5.333,2.475,41.665,Regular yogurt
0.964,2.3491,4.438,5.734,4.71,2.444,41.219,Low fat yogurt
1.18,3.0317,4.414,5.883,4.63,2.547,41.542,Low fat yogurt
1.176,1.7173,4.542,5.969,4.221,2.672,40.279,Low fat yogurt
1.083,2.0584,4.443,5.291,4.709,2.561,40.508,Low fat yogurt
1.023,1.8817,4.572,4.99,4.858,2.459,40.328,Low fat yogurt
1.183,1.877,4.564,5.418,4.12,2.463,40.887,Low fat yogurt
1.129,2.2988,4.548,4.414,5.774,2.697,41.955,Low fat yogurt
1.121,2.8433,4.569,4.287,4.267,2.671,41.659,Low fat yogurt
1.17,2.3507,4.49,4.77,4.514,2.586,40.148,Low fat yogurt
0.984,2.6578,4.404,4.146,5.671,2.639,40.108,Low fat yogurt
0.97,1.8115,4.552,5.125,4.922,2.601,40.316,Low fat yogurt
1.041,3.1955,4.424,4.087,5.071,2.6,41.274,Low fat yogurt
1.026,2.8285,4.467,5.519,4.643,2.66,40.039,Low fat yogurt
1.053,1.4987,4.538,4.971,4.493,2.449,40.188,Low fat yogurt
0.97,3.9019,4.468,5.004,5.729,2.525,41.004,Regular yogurt
0.958,2.8339,4.518,4.425,5.233,2.403,40.371,Low fat yogurt
0.98,1.4446,4.499,5.368,4.943,2.547,40.436,Low fat yogurt
1.075,3.1357,4.415,4.247,4.107,2.59,41.69,Low fat yogurt
1.188,1.5565,4.551,5.209,5.269,2.547,41.655,Low fat yogurt
0.972,2.0882,4.441,4.466,4.078,2.686,40.076,Low fat yogurt
1.009,3.7379,4.468,5.168,4.068,2.6,40.432,Regular yogurt
1.088,3.8184,4.523,4.018,4.325,2.457,40.786,Regular yogurt
1.017,1.0309,4.573,5.562,5.721,2.535,40.686,Non fat yogurt
1.04,2.7836,4.415,5.076,5.927,2.423,41.891,Low fat yogurt
1.06,3.1992,4.464,5.593,4.336,2.572,41.918,Low fat yogurt
0.982,2.072,4.559,5.729,5.572,2.452,40.354,Low fat yogurt
0.99,2.7182,4.497,4.454,5.765,2.625,40.423,Low fat yogurt
1.108,2.4218,4.479,5.392,5.251,2.44,41.168,Low fat yogurt
1.13,2.7472,4.543,5.412,5.212,2.48,41.015,Low fat yogurt
1.162,3.5658,4.515,5.065,4.162,2.61,40.07,Regular yogurt
1.127,3.3103,4.419,4.889,5.583,2.444,40.68,Regular yogurt
1.181,2.2899,4.406,5.275,5.539,2.437,40.428,Low fat yogurt
1.172,3.6828,4.458,5.418,4.8,2.404,41.365,Regular yogurt
1.069,1.4769,4.491,4.162,5.349,2.682,40.414,Low fat yogurt
0.985,2.0767,4.494,5.914,5.954,2.594,41.659,Low fat yogurt
1.145,3.76,4.455,5.699,4.916,2.539,41.455,Regular yogurt
0.977,1.0445,4.474,4.647,4.167,2.431,41.805,Non fat yogurt
1.163,2.2474,4.569,4.265,4.941,2.538,41.223,Low fat yogurt
1.18,3.4802,4.512,5.983,5.026,2.658,40.254,Regular yogurt
1.122,3.5597,4.571,4.836,5.957,2.473,41.634,Regular yogurt
1.02,3.2702,4.491,4.948,4.086,2.405,41.322,Regular yogurt
1.024,1.6878,4.44,5.486,5.944,2.414,40.355,Low fat yogurt
0.959,3.8158,4.465,4.317,4.385,2.578,40.495,Regular yogurt
0.988,1.1082,4.558,4.366,5.524,2.591,41.827,Low fat yogurt
1.182,3.5488,4.478,5.918,5.108,2.455,40.818,Regular yogurt
1.098,2.4411,4.466,4.097,4.279,2.477,40.175,Low fat yogurt
1.003,3.9047,4.541,5.63,4.743,2.684,40.773,Regular yogurt
0.965,3.9986,4.441,5.085,4.624,2.575,40.794,Regular yogurt
1.036,1.7545,4.409,4.254,4.324,2.587,40.242,Low fat yogurt
0.987,3.053,4.455,5.673,5.772,2.43,41.685,Low fat yogurt
1.07,2.1187,4.46,4.531,5.087,2.546,40.821,Low fat yogurt
1.118,2.311,4.422,5.42,5.703,2.41,41.097,Low fat yogurt
1.033,1.4602,4.433,4.865,4.164,2.556,40.7,Low fat yogurt
1.086,2.6891,4.556,5.749,4.37,2.452,41.739,Low fat yogurt
0.963,3.9819,4.566,5.098,4.624,2.438,41.723,Regular yogurt
1.114,3.0727,4.596,4.17,4.412,2.409,41.049,Low fat yogurt
1.035,2.323,4.477,4.486,4.856,2.596,40.79,Low fat yogurt
1.119,3.2674,4.597,4.845,5.967,2.482,41.456,Regular yogurt
1.07,2.9323,4.585,5.576,5.952,2.63,40.107,Low fat yogurt
1.182,3.1926,4.573,5.503,5.719,2.605,40.833,Low fat yogurt
1.076,2.42,4.468,5.094,4.552,2.576,41.622,Low fat yogurt
1.028,2.8297,4.555,5.721,5.439,2.437,40.893,Low fat yogurt
1.049,2.7602,4.449,4.144,4.229,2.569,40.129,Low fat yogurt
0.961,3.8747,4.459,5.195,4.421,2.571,40.465,Regular yogurt
0.962,3.2713,4.42,5.418,4.511,2.452,41.66,Regular yogurt
1.049,2.7567,4.59,4.322,4.238,2.493,40.62,Low fat yogurt
1.128,1.7521,4.506,4.969,5.813,2.637,40.415,Low fat yogurt
1.153,3.4862,4.497,4.042,4.946,2.425,41.703,Regular yogurt
0.967,1.1398,4.402,5.802,4.451,2.638,41.143,Low fat yogurt
1.069,1.0868,4.502,5.32,4.539,2.47,41.863,Non fat yogurt
1.043,2.1018,4.455,5.144,5.924,2.48,40.157,Low fat yogurt
1.039,1.2662,4.418,4.62,4.239,2.598,41.105,Low fat yogurt
1.118,2.1947,4.41,5.683,4.742,2.42,40.828,Low fat yogurt
1.153,2.4051,4.464,4.717,5.952,2.413,40.871,Low fat yogurt
1.11,2.6561,4.474,5.983,5.471,2.499,40.827,Low fat yogurt
1.065,3.6711,4.413,4.248,4.501,2.573,41.14,Regular yogurt
1.075,1.3082,4.52,4.636,5.745,2.693,40.943,Low fat yogurt
1.141,1.1766,4.513,5.221,4.156,2.406,41.657,Low fat yogurt
1.054,1.951,4.421,4.38,5.293,2.44,40.371,Low fat yogurt
1.053,3.4067,4.449,5.5,4.596,2.442,40.455,Regular yogurt
1.183,3.4185,4.515,4.156,4.487,2.59,40.638,Regular yogurt
1.065,2.7941,4.438,4.626,4.988,2.573,41.768,Low fat yogurt
1.063,1.7918,4.437,5.461,4.305,2.487,41.973,Low fat yogurt
0.992,3.6745,4.428,5.912,4.423,2.605,41.885,Regular yogurt
1.097,3.1935,4.583,5.088,4.088,2.679,40.931,Low fat yogurt
1.031,3.7795,4.444,5.842,5.123,2.603,40.138,Regular yogurt
0.978,2.8616,4.441,5.102,4.042,2.437,40.656,Low fat yogurt
1.124,3.2586,4.435,4.008,4.139,2.531,40.609,Regular yogurt
1.19,3.5052,4.472,4.8,5.364,2.683,40.007,Regular yogurt
0.962,3.9685,4.559,5.334,5.051,2.638,41.611,Regular yogurt
1.1,1.8769,4.523,5.626,5.588,2.677,40.955,Low fat yogurt
1.037,3.3281,4.566,4.636,4.089,2.548,40.606,Regular yogurt
0.97,2.4409,4.461,4.834,4.937,2.608,40.99,Low fat yogurt
1.077,1.1335,4.556,4.786,5.088,2.548,40.404,Low fat yogurt
1.117,3.0015,4.415,5.755,5.595,2.453,41.174,Low fat yogurt
1.146,3.5355,4.4,5.234,4.655,2.51,40.28,Regular yogurt
1.128,1.3088,4.528,5.378,4.454,2.437,41.653,Low fat yogurt
0.99,3.1777,4.542,5.22,5.786,2.499,40.295,Low fat yogurt
1.078,2.3143,4.579,4.232,5.603,2.498,41.088,Low fat yogurt
1.16,1.7407,4.484,4.349,4.98,2.446,41.149,Low fat yogurt
0.985,1.2003,4.525,4.139,4.361,2.568,41.97,Low fat yogurt
1.037,2.8028,4.409,5.848,5.548,2.512,40.612,Low fat yogurt
1.13,2.567,4.504,4.999,5.626,2.628,40.588,Low fat yogurt
1.151,3.168,4.552,4.691,4.759,2.611,41.336,Low fat yogurt
0.99,3.4976,4.418,5.568,5.186,2.455,40.57,Regular yogurt
1.158,2.6474,4.59,4.674,5.226,2.613,41.151,Low fat yogurt
1.154,3.9707,4.44,5.483,4.321,2.533,40.095,Regular yogurt
1.012,1.9265,4.507,4.875,4.289,2.601,41.844,Low fat yogurt
1.014,1.2856,4.439,5.092,5.046,2.532,41.999,Low fat yogurt
0.992,1.9262,4.597,5.577,4.591,2.645,40.703,Low fat yogurt
0.957,2.5017,4.532,5.261,5.467,2.473,40.061,Low fat yogurt
1.131,2.7588,4.543,5.849,5.523,2.519,40.423,Low fat yogurt
1.029,3.5944,4.512,5.726,4.85,2.446,41.465,Regular yogurt
1.06,3.2343,4.549,4.948,5.727,2.68,41.588,Low fat yogurt
1.168,3.2239,4.448,5.195,4.407,2.452,40.229,Low fat yogurt
1.054,2.5082,4.449,5.309,5.825,2.445,41.116,Low fat yogurt
0.997,1.9085,4.42,4.354,5.352,2.521,41.65,Low fat yogurt
0.987,1.7423,4.494,5.522,4.173,2.667,40.178,Low fat yogurt
1.154,2.9151,4.508,4.054,4.781,2.513,40.484,Low fat yogurt
1.053,3.5957,4.583,5.551,4.995,2.652,41.671,Regular yogurt
1.053,2.8136,4.481,5.583,4.804,2.503,41.973,Low fat yogurt
1.084,1.5336,4.463,5.981,5.244,2.491,41.514,Low fat yogurt
1.052,2.4424,4.464,5.075,4.613,2.524,41.796,Low fat yogurt
1.166,3.7597,4.477,4.131,5.902,2.429,41.857,Regular yogurt
0.989,2.0077,4.532,4.202,5.585,2.562,41.432,Low fat yogurt
0.975,3.9983,4.537,4.306,4.633,2.688,40.407,Regular yogurt
1.009,3.7438,4.534,5.762,4.506,2.513,40.427,Regular yogurt
1.072,3.9908,4.41,5.936,5.179,2.421,40.97,Regular yogurt
1.076,1.6225,4.578,5.735,4.977,2.506,40.56,Low fat yogurt
1.06,3.8657,4.456,4.936,4.933,2.443,40.377,Regular yogurt
1.189,1.8996,4.422,4.941,4.067,2.478,41.731,Low fat yogurt
1.073,3.4758,4.519,5.648,4.328,2.647,40.597,Regular yogurt
1.066,2.3287,4.545,5.963,5.51,2.474,40.387,Low fat yogurt
1.053,3.6964,4.406,5.346,5.578,2.437,41.526,Regular yogurt
0.959,1.0265,4.459,5.393,4.298,2.438,40.208,Non fat yogurt
1.11,1.6117,4.537,4.17,4.959,2.581,41.226,Low fat yogurt
0.98,1.8834,4.512,5.948,5.239,2.643,40.353,Low fat yogurt
1.006,3.6856,4.441,5.98,5.011,2.591,40.913,Regular yogurt
1.156,3.2186,4.56,4.326,4.963,2.498,41.727,Low fat yogurt
1.154,3.9907,4.575,4.51,5.106,2.493,40.995,Regular yogurt
0.951,1.7812,4.548,4.824,5.653,2.645,40.931,Low fat yogurt
